"hmain","hname","province_id","hlevel","hclass","hrib","hfund","hpmodel","catm","htype","subtype","datein","dateout","remark","weight","status_uc","hname_title","hname_name","hmain9","f_hcap","f_hreserve","cross_province","hid","ingest_tm"
"02285",รพ.สต.บ้านหนองปรือกันยาง,"2400","36",P,"54",,,"24100114","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองปรือกันยาง,"000228500",,,N,50105,"20240410185051"
"02286",รพ.สต.บ้านหนองประโยชน์,"2400","36",P,"54",,,"24100106","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองประโยชน์,"000228600",,,N,50106,"20240410185051"
"02287",รพ.สต.คลองตะเกรา,"2400","36",P,"54",,,"24100204","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คลองตะเกรา,"000228700",,,N,50107,"20240410185051"
"02289",รพ.สต.บ้านธรรมรัตน์ใน,"2400","36",P,"54",,,"24100206","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านธรรมรัตน์ใน,"000228900",,,N,50109,"20240410185051"
"02290",รพ.สต.บ้านร่มโพธิ์ทอง,"2400","36",P,"54",,,"24100207","0010","001005",2002-10-01 00:00:00.000,,แก้ไขชื่อคู่สัญญา,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านร่มโพธิ์ทอง,"000229000",,,N,50110,"20240410185051"
"02291",รพ.สต.บ้านเทพประทาน,"2400","36",P,"54",,,"24100208","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านเทพประทาน,"000229100",,,N,50111,"20240410185051"
"02292",รพ.สต.ก้อนแก้ว,"2400","36",P,"54",,,"24110103","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ก้อนแก้ว,"000229200",,,N,50112,"20240410185051"
"02293",รพ.สต.คลองเขื่อน หมู่ที่3,"2400","36",P,"54",,I,"24110203","0010","001005",2002-10-01 00:00:00.000,,"แก้ไขชื่อ รพสต.คลองเขื่อน เป็น รพสต.คลองเขื่อน หมู่ที่3 ตามหนังสือแจ้งที่ฉช0027/2354วท.27 พย.55 -เปลี่ยนเป็น""เปิดดำเนินการ"" เมื่อวันที่ 22/06/2565",,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คลองเขื่อน หมู่ที่3,"000229300",,,N,50113,"20240410185051"
"02294",รพ.สต.คลองเขื่อน,"2400","36",,,,,"24110205","0010","001005",,,ปรับสถานะให้สอดคล้อง,,"3",โรงพยาบาลส่งเสริมสุขภาพตำบล,คลองเขื่อน,"000229400",,,N,50114,"20240410185051"
"02295",รพ.สต.บางตลาด,"2400","36",P,"54",,,"24110506","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางตลาด,"000229500",,,N,50115,"20240410185051"
"02296",รพ.สต.บางเล่า,"2400","36",P,"54",,,"24110305","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางเล่า,"000229600",,,N,50116,"20240410185051"
"02297",รพ.สต.บางโรง,"2400","36",P,"54",,,"24110401","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางโรง,"000229700",,,N,50117,"20240410185051"
"02298",รพ.สต.รอบเมือง,"2500","36",P,"54",,,"25010206","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,รอบเมือง,"000229800",,,N,50118,"20240410185051"
"02299",รพ.สต.วัดโบสถ์,"2500","36",P,"54",,,"25010304","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,วัดโบสถ์,"000229900",,,N,50119,"20240410185051"
"02300",รพ.สต.บ้านสนทรีย์,"2500","36",P,"54",,,"25010310","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านสนทรีย์,"000230000",,,N,50120,"20240410185051"
"02301",รพ.สต.บางเดชะ,"2500","36",P,"54",,,"25010405","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางเดชะ,"000230100",,,N,50121,"20240410185051"
"02302",รพ.สต.ท่างาม,"2500","36",P,"54",,,"25010508","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ท่างาม,"000230200",,,N,50122,"20240410185051"
"02303",รพ.สต.บางบริบูรณ์,"2500","36",P,"54",,,"25010601","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางบริบูรณ์,"000230300",,,N,50123,"20240410185051"
"02304",รพ.สต.ดงพระราม,"2500","36",P,"54",,,"25010704","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดงพระราม,"000230400",,,N,50124,"20240410185051"
"02306",รพ.สต.บ้านพระ,"2500","36",P,"54",,,"25010812","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านพระ,"000230600",,,N,50125,"20240410185051"
"02307",รพ.สต.โคกไม้ลาย,"2500","36",P,"54",,,"25010903","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โคกไม้ลาย,"000230700",,,N,50126,"20240410185051"
"02308",รพ.สต.ไม้เค็ด,"2500","36",P,"54",,,"25011008","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ไม้เค็ด,"000230800",,,N,50127,"20240410185051"
"02309",รพ.สต.ดงขี้เหล็ก,"2500","36",P,"54",,,"25011110","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดงขี้เหล็ก,"000230900",,,N,50128,"20240410185051"
"02310",รพ.สต.จุฬาภรณ์อาทรราษฎร์,"2500","36",P,"54",,,"25011112","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,จุฬาภรณ์อาทรราษฎร์,"000231000",,,N,50129,"20240410185051"
"02311",รพ.สต.เนินหอม,"2500","36",P,"54",,,"25011205","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เนินหอม,"000231100",,,N,50130,"20240410185051"
"02312",รพ.สต.บ้านห้วยเกษียรน้อย,"2500","36",P,"54",,,"25011216","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านห้วยเกษียรน้อย,"000231200",,,N,50131,"20240410185051"
"00202",สสอ.คลองเขื่อน,"2400","35","M,N","60,70",,,"24110202","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,คลองเขื่อน,"000020200",,,N,30130,"20240410185051"
"00203",สสอ.เมืองปราจีนบุรี,"2500","36","M,R0212","60,61",,N,"25010000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"4",สำนักงานสาธารณสุขอำเภอ,เมืองปราจีนบุรี,"000020300",,,N,30131,"20240410185051"
"00204",สสอ.กบินทร์บุรี,"2500","36","M,R0212","60,61",,N,"25020108","0010","001006",2009-04-27 00:00:00.000,,Initial,,"4",สำนักงานสาธารณสุขอำเภอ,กบินทร์บุรี,"000020400",,,N,30132,"20240410185051"
"00205",สสอ.นาดี,"2500","36","M,R0212","60,61",,N,"25030103","0010","001006",2009-04-27 00:00:00.000,,ปรับปรุงชื่อ,,"4",สำนักงานสาธารณสุขอำเภอ,นาดี,"000020500",,,N,30133,"20240410185051"
"00206",สสอ.บ้านสร้าง,"2500","36","M,R0212","60,61",,N,"25060104","0010","001006",2009-04-27 00:00:00.000,,Initial,,"4",สำนักงานสาธารณสุขอำเภอ,บ้านสร้าง,"000020600",,,N,30134,"20240410185051"
"00207",สสอ.ประจันตคาม,"2500","36","M,R0212","60,61",,N,"25070104","0010","001006",2009-04-27 00:00:00.000,,Initial,,"4",สำนักงานสาธารณสุขอำเภอ,ประจันตคาม,"000020700",,,N,30135,"20240410185051"
"00208",สสอ.ศรีมหาโพธิ,"2500","35","M,R0212","60",,,"25080104","0010","001006",2009-04-27 00:00:00.000,,Initial,,"4",สำนักงานสาธารณสุขอำเภอ,ศรีมหาโพธิ,"000020800",,,N,30136,"20240410185051"
"00209",สสอ.ศรีมโหสถ,"2500","35","M,N","60,70",,,"25090104","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ศรีมโหสถ,"000020900",,,N,30137,"20240410185051"
"00210",สสอ.เมืองนครนายก,"2600","35","M,N","60,70",,,"26010100","0010","001006",2009-04-27 00:00:00.000,,Initial,,,สำนักงานสาธารณสุขอำเภอ,เมืองนครนายก,"000021000",,,N,30138,"20240410185051"
"00211",สสอ.ปากพลี,"2600","35","M,R0212","60",,,"26020300","0010","001006",2009-04-27 00:00:00.000,,Initial,,"4",สำนักงานสาธารณสุขอำเภอ,ปากพลี,"000021100",,,N,30139,"20240410185051"
"00212",สสอ.บ้านนา,"2600","35","M,R0212","60",,,"26030100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"4",สำนักงานสาธารณสุขอำเภอ,บ้านนา,"000021200",,,N,30140,"20240410185051"
"00213",สสอ.องครักษ์,"2600","35","M,N","60,70",,,"26040900","0010","001006",2009-04-27 00:00:00.000,,Initial,,,สำนักงานสาธารณสุขอำเภอ,องครักษ์,"000021300",,,N,30141,"20240410185051"
"00214",สสอ.เมืองสระแก้ว,"2700","35","M,R0212","60,61",,N,"27010100","0010","001006",2009-04-27 00:00:00.000,,,,"4",สำนักงานสาธารณสุขอำเภอ,เมืองสระแก้ว,"000021400",,,N,30142,"20240410185051"
"00215",สสอ.คลองหาด,"2700","35","M,N","60,70",,,"27020101","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,คลองหาด,"000021500",,,N,30143,"20240410185051"
"00216",สสอ.ตาพระยา,"2700","35","M,R0212","60,61",,N,"27030101","0010","001006",2009-04-27 00:00:00.000,,,,"4",สำนักงานสาธารณสุขอำเภอ,ตาพระยา,"000021600",,,N,30144,"20240410185051"
"00217",สสอ.วังน้ำเย็น,"2700","35","M,N","60,70",,,"27040109","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,วังน้ำเย็น,"000021700",,,N,30145,"20240410185051"
"00218",สสอ.วัฒนานคร,"2700","35","M,R0212","60",,,"27050110","0010","001006",2009-04-27 00:00:00.000,,Initial,,"4",สำนักงานสาธารณสุขอำเภอ,วัฒนานคร,"000021800",,,N,30146,"20240410185051"
"00219",สสอ.อรัญประเทศ,"2700","35","M,N","60,70",,,"27060802","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,อรัญประเทศ,"000021900",,,N,30147,"20240410185051"
"00220",สสอ.เขาฉกรรจ์,"2700","35","M,N","60,70",,,"27070106","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เขาฉกรรจ์,"000022000",,,N,30148,"20240410185051"
"00221",สสอ.โคกสูง,"2700","35","M,N","60,70",,,"27080309","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,โคกสูง,"000022100",,,N,30149,"20240410185051"
"00222",สสอ.เมืองนครราชสีมา,"3000","35","M,N","60,70",,,"30010100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เมืองนครราชสีมา,"000022200",,,N,30150,"20240410185051"
"00223",สสอ.ครบุรี,"3000","35","M,N","60,70",,,"30020300","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ครบุรี,"000022300",,,N,30151,"20240410185051"
"00224",สสอ.เสิงสาง,"3000","35","M,N","60,70",,,"30030100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เสิงสาง,"000022400",,,N,30152,"20240410185051"
"00225",สสอ.คง,"3000","35","M,N","60,70",,,"30040100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,คง,"000022500",,,N,30153,"20240410185051"
"00226",สสอ.บ้านเหลื่อม,"3000","35","M,N","60,70",,,"30050100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,บ้านเหลื่อม,"000022600",,,N,30154,"20240410185051"
"00227",สสอ.จักราช,"3000","35","M,N","60,70",,,"30060100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,จักราช,"000022700",,,N,30155,"20240410185051"
"00228",สสอ.โชคชัย,"3000","35","M,N","60,70",,,"30070801","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,โชคชัย,"000022800",,,N,30156,"20240410185051"
"00229",สสอ.ด่านขุนทด,"3000","35","M,N","60,70",,,"30080200","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ด่านขุนทด,"000022900",,,N,30157,"20240410185051"
"00230",สสอ.โนนไทย,"3000","35","M,N","60,70",,,"30090100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,โนนไทย,"000023000",,,N,30158,"20240410185051"
"00231",สสอ.โนนสูง,"3000","35","M,N","60,70",,,"30100100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,โนนสูง,"000023100",,,N,30159,"20240410185051"
"00232",สสอ.ขามสะแกแสง,"3000","35","M,N","60,70",,,"30110100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ขามสะแกแสง,"000023200",,,N,30160,"20240410185051"
"00233",สสอ.บัวใหญ่,"3000","35","M,N","60,70",,,"30120100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,บัวใหญ่,"000023300",,,N,30161,"20240410185051"
"00234",สสอ.ประทาย,"3000","35","M,N","60,70",,,"30130100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ประทาย,"000023400",,,N,30162,"20240410185051"
"00235",สสอ.ปักธงชัย,"3000","35","M,N","60,70",,,"30141900","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ปักธงชัย,"000023500",,,N,30163,"20240410185051"
"00236",สสอ.พิมาย,"3000","35","M,N","60,70",,,"30150900","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,พิมาย,"000023600",,,N,30164,"20240410185051"
"00237",สสอ.ห้วยแถลง,"3000","35","M,N","60,70",,,"30160201","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ห้วยแถลง,"000023700",,,N,30165,"20240410185051"
"00238",สสอ.ชุมพวง,"3000","35","M,N","60,70",,,"30170100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ชุมพวง,"000023800",,,N,30166,"20240410185051"
"00239",สสอ.สูงเนิน,"3000","35","M,N","60,70",,,"30180100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,สูงเนิน,"000023900",,,N,30167,"20240410185051"
"00240",สสอ.ขามทะเลสอ,"3000","35","M,N","60,70",,,"30190100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ขามทะเลสอ,"000024000",,,N,30168,"20240410185051"
"00241",สสอ.สีคิ้ว,"3000","35","M,N","60,70",,,"30200400","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,สีคิ้ว,"000024100",,,N,30169,"20240410185051"
"00242",สสอ.ปากช่อง,"3000","35","M,N","60,70",,,"30210100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ปากช่อง,"000024200",,,N,30170,"20240410185051"
"00243",สสอ.หนองบุนมาก,"3000","35","M,N","60,70",,,"30220100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,หนองบุนมาก,"000024300",,,N,30171,"20240410185051"
"00244",สสอ.แก้งสนามนาง,"3000","35","M,N","60,70",,,"30230100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,แก้งสนามนาง,"000024400",,,N,30172,"20240410185051"
"00245",สสอ.โนนแดง,"3000","35","M,N","60,70",,,"30240100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,โนนแดง,"000024500",,,N,30173,"20240410185051"
"00246",สสอ.วังน้ำเขียว,"3000","35","M,N","60,70",,,"30250100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,วังน้ำเขียว,"000024600",,,N,30174,"20240410185051"
"00247",สสอ.เทพารักษ์,"3000","35","M,N","60,70",,,"30260300","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เทพารักษ์,"000024700",,,N,30175,"20240410185051"
"00248",สสอ.เมืองยาง,"3000","35","M,N","60,70",,,"30270102","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เมืองยาง,"000024800",,,N,30176,"20240410185051"
"00249",สสอ.พระทองคำ,"3000","35","M,N","60,70",,,"30280100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,พระทองคำ,"000024900",,,N,30177,"20240410185051"
"00250",สสอ.ลำทะเมนชัย,"3000","35","M,N","60,70",,,"30290100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ลำทะเมนชัย,"000025000",,,N,30178,"20240410185051"
"00251",สสอ.เฉลิมพระเกียรติ,"3000","35","M,N","60,70",,,"30320100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เฉลิมพระเกียรติ,"000025100",,,N,30179,"20240410185051"
"00252",สสอ.เมืองบุรีรัมย์,"3100","35","M,N","60,70",,,"31010100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เมืองบุรีรัมย์,"000025200",,,N,30180,"20240410185051"
"00998",รพ.สต.วัดโชติการาม หมู่ที่ 3 ต.บางไผ่,"1200","36",P,"54",,I,"12010603","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,วัดโชติการาม หมู่ที่ 3 ต.บางไผ่,"000099800",,,N,48823,"20240410185051"
"00999",รพ.สต.บางไผ่,"1200","36",P,"54",,I,"12010604","0010","001005",2002-10-01 00:00:00.000,,ที่ นบ0032.02/4881 ลว.6ก.ย.62 เรื่องขอแก้ไขชื่อรพสต.ตำบลปากคลองบางไผ่น้อย (แก้ไขจาก โรงพยาบาลส่งเสริมสุขภาพตำบลปากคลองบางไผ่น้อย เป็น รพสต.ตำบลบางไผ่)/20-9-62 //ด่วนที่สุด ที่ นบ 0033.02/4017 ลว.9 มิ.ย..65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขที่อยู่จาก ซ.วัดเขียน ถ.นครอินทร์ เป็นเลขที่ 57/19 )/15-6-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางไผ่,"000099900",,,N,48824,"20240410185051"
"01000",รพ.สต.บางศรีเมือง,"1200","36",P,"54",,,"12010703","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางศรีเมือง,"000100000",,,N,48825,"20240410185051"
"01001",รพ.สต.บ้านวัดแคใน ต.บางกร่าง,"1200","36",P,"54",,I,"12010805","0016","001601",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.บ้านวัดแคใน เป็น รพ.สต.บ้านวัดแคใน ต.บางกร่าง)/28-1-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านวัดแคใน ต.บางกร่าง,"000100100",,,N,48826,"20240410185051"
"01002",รพ.สต.บางกร่าง ต.บางกร่าง,"1200","36",P,"54",,I,"12010810","0010","001005",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.บางกร่าง เป็น รพ.สต.บางกร่าง ต.บางกร่าง)/28-1-65 //ด่วนที่สุด ที่ นบ 0033.02/4017 ลว.9 มิ.ย..65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขที่อยู่จาก ซ.วัดสวนแก้ว-วัดประชารังสรรค์ ถ.บางกรวยไทรน้อย ม.9 เป็น 1/2 ซ.วัดสวนแก้ว-วัดประชารังสรรค์ ถ.บางกรวยไทรน้อย ม.10)/15-6-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางกร่าง ต.บางกร่าง,"000100200",,,N,48827,"20240410185051"
"01003",รพ.สต.บ้านวัดแดง,"1200","36",P,"54",,,"12010901","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านวัดแดง,"000100300",,,N,48828,"20240410185051"
"01004",รพ.สต.บ้านวัดไทรม้าเหนือ,"1200","36",P,"54",,,"12010904","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านวัดไทรม้าเหนือ,"000100400",,,N,48829,"20240410185051"
"01005",รพ.สต.บางรักน้อย หมู่ที่ 3,"1200","36",P,"54",,I,"12011003","0010","001005",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.บ้านบางรักน้อย หมู่ที่ 3 เป็น รพ.สต.บางรักน้อย หมู่ที่ 3 )/28-1-65 //ด่วนที่สุด ที่ นบ 0033.02/4017 ลว.9 มิ.ย..65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขที่ตั้งจาก 28/5 ซ.ไทรม้า ถ.รัตนาธิเบศร์ เป็น 28/5 ซ.บางรักน้อย 16 ต.บางรักน้อย)/15-6-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางรักน้อย หมู่ที่ 3,"000100500",,,N,48830,"20240410185051"
"01006",รพ.สต.บางรักน้อย,"1200","36",P,"54",,I,"12011005","0010","001005",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.บางรักน้อย หมู่ที่ 5 เป็น รพ.สต.บางรักน้อย)/28-1-65 //ด่วนที่สุด ที่ นบ 0033.02/4017 ลว.9 มิ.ย..65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขที่ตั้งจาก ซอยป่าไม้อุทิศ เป็น ซอยบางรักน้อย 2/1)/15-6-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางรักน้อย,"000100600",,,N,48831,"20240410185051"
"01007",รพ.สต.บ้านบางประดู่ หมู่ที่ 6 ต.บางรักน้อย,"1200","36",P,"54",,I,"12011006","0016","001601",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.บ้านบางประดู่ เป็น รพ.สต.บ้านบางประดู่ หมู่ที่ 6 ต.บางรักน้อย)/28-1-65 //ด่วนที่สุด ที่ นบ 0033.02/4017 ลว.9 มิ.ย..65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขที่ตั้งจาก ซ.ไทรม้า ถ.รัตนาธิเบศร์ เป็น 90 ซ.ไทรม้า ถ.รัตนาธิเบศร์)/15-6-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านบางประดู่ หมู่ที่ 6 ต.บางรักน้อย,"000100700",,,N,48832,"20240410185051"
"01008",รพ.สต.บางกรวย หมู่ที่ 5,"1200","36",P,"54",,I,"12020205","0010","001005",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.บางกรวย เป็น รพ.สต.บางกรวย หมู่ที่ 5)/28-1-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางกรวย หมู่ที่ 5,"000100800",,,N,48833,"20240410185051"
